order_item_id,order_id,product_id,quantity,price
175,19513,448,2,171.97
176,1856,429,3,387.15
177,20933,286,2,102.74
178,14747,199,4,297.91
179,19754,502,4,130.62
180,9563,980,1,431.42
181,7719,867,2,237.71
182,14019,966,5,108.73
183,507,124,2,79.5
184,16350,141,3,348.22
185,18977,927,4,131.89
186,15442,932,5,245.83
187,18601,798,5,446.31
188,2205,648,4,387.03
189,12563,318,5,221.48
190,10994,775,3,456.94
191,22195,308,5,366.24
192,20232,588,5,115.14
193,9222,148,4,163.96
194,3157,939,2,127.18
195,23738,830,2,465.68
196,23436,714,4,211.25
197,1093,346,1,277.58
198,22832,156,5,132.2
199,9066,856,1,290.6
200,20529,211,2,363.58
201,16138,4,2,274.33
202,17773,223,2,404.09
203,14395,565,3,92.6
204,19097,844,5,221.24
205,14079,117,2,188.9
206,24760,609,4,19.77
207,2507,211,4,253.63
208,9678,936,1,304.49
209,1750,879,4,455.66
210,5882,304,5,409.61
211,2799,249,5,160.5
212,22777,923,2,172.33
213,5164,223,5,237.71
214,22970,565,5,450.62
215,2941,772,5,188.93
216,23738,176,4,212.55
217,7843,334,2,14.43
218,17924,752,4,250.67
219,23597,217,4,487.24
220,17817,537,2,208.02
221,4790,410,3,208.02
222,20739,139,5,103.62
223,9559,811,2,196.08
224,20843,382,1,188.9
225,19730,801,3,303.4
226,11832,301,1,16.69
227,16272,887,4,208.02
228,12083,193,4,443.71
229,24345,26,2,345.14
230,6000,444,1,363.59
231,21512,420,2,27.0
232,3063,51,5,65.64
233,4046,160,4,383.89
234,7470,815,4,261.39
235,24528,976,3,369.6
236,22707,79,1,117.23
237,9951,608,4,156.69
238,8192,820,1,212.55
239,23704,952,1,404.03
240,16956,630,2,399.25
241,19536,771,3,212.3
242,23654,451,4,78.56
243,23601,136,3,276.54
244,2469,215,5,231.46
245,11491,335,3,21.15
246,8548,745,1,409.61
247,5021,390,1,93.14
248,4765,795,4,418.55
249,16696,369,3,260.28
250,22145,84,5,419.14
251,17935,954,3,256.93
252,19163,270,2,387.72
253,1830,592,4,56.68
254,17370,196,4,475.29
255,24355,56,1,253.63
256,22345,733,2,455.66
257,2790,365,4,103.62
258,1464,275,4,268.29
259,18910,669,2,69.54
260,9172,937,1,331.04
261,8491,736,4,393.89
262,14462,955,2,221.24
263,3823,717,2,88.82
264,151,119,1,366.6
265,13137,475,3,118.92
266,14894,296,5,35.53
267,3886,619,2,276.34
268,13148,681,4,412.66
269,7635,436,3,103.81
270,11122,791,5,480.28
271,8857,538,4,145.43
272,14025,322,5,166.72
273,4438,109,2,383.35
274,18054,728,2,461.92
275,19908,80,3,151.69
276,1341,528,2,85.68
277,10229,432,5,142.76
278,6323,179,3,219.92
279,2280,155,5,350.65
280,9224,127,2,236.54
281,16021,100,4,408.55
282,17598,505,4,163.84
283,5394,549,3,486.33
284,22911,559,4,5.29
285,3163,453,3,494.93
286,980,903,1,156.81
287,23812,596,3,443.71
288,15352,70,4,209.56
289,11418,239,1,217.18
290,16449,581,3,490.96
291,24901,112,3,14.24
292,6704,103,5,408.55
293,17241,314,2,133.15
294,20469,496,3,446.75
295,17741,558,4,294.27
296,19070,90,5,123.53
297,18165,655,1,214.71
298,9058,366,3,25.33
299,7485,82,3,340.84
300,16165,939,2,307.74
301,14388,597,5,364.67
302,19606,828,5,45.02
303,18764,442,4,464.9
304,14889,838,1,190.42
305,22542,767,1,397.74
306,6467,237,4,480.28
307,16556,250,2,216.83
308,14149,570,3,234.26
309,7676,203,1,339.56
310,5902,940,3,57.48
311,16839,830,1,111.23
312,2516,595,1,124.33
313,17335,982,4,393.89
314,6925,233,2,310.18
315,20598,39,3,269.36
316,7501,140,2,166.72
317,323,306,1,348.22
318,11003,10,5,370.22
319,13961,565,5,14.98
320,6440,250,3,95.59
321,14873,393,3,249.53
322,16084,571,1,303.17
323,18158,373,1,167.96
324,1431,58,2,106.3
325,21243,358,3,254.57
326,9060,141,4,161.71
327,9892,904,4,81.07
328,6748,310,2,337.73
329,16371,97,1,272.71
330,14796,81,2,322.98
331,16718,948,5,372.36
332,528,108,3,194.93
333,12065,175,2,325.81
334,18653,42,5,254.57
335,9196,473,3,55.98
336,11983,225,2,143.27
337,21470,56,5,160.71
338,1086,716,3,443.71
339,21639,651,2,284.23
340,3096,930,5,156.39
341,5002,412,1,460.7
342,5585,269,2,386.95
343,3758,284,1,316.63
344,14451,479,5,364.0
345,16510,684,1,453.46
346,8049,665,3,426.95
347,10661,630,1,414.79
348,5239,283,1,51.44
349,9739,928,2,366.71
350,6947,6,5,486.4
351,2908,370,1,228.65
352,24731,844,1,489.83
353,10298,578,3,341.07
354,541,610,4,413.69
355,20181,600,3,402.24
356,21692,470,4,414.3
357,22951,662,3,307.54
358,6842,538,2,495.17
359,24927,710,4,329.85
360,3791,761,3,246.88
361,21489,445,5,71.39
362,2506,752,4,134.11
363,17918,977,2,324.97
364,12633,984,1,341.07
365,7619,826,3,234.82
366,13393,846,1,214.71
367,20446,609,4,66.26
368,24838,968,3,159.3
369,11050,909,2,302.3
370,222,858,5,218.12
371,24147,963,3,409.4
372,14276,225,1,356.71
373,10308,720,4,124.35
374,22463,187,4,313.8
375,18180,498,1,65.64
376,20691,707,3,365.77
377,20473,122,4,85.68
378,5263,358,2,289.87
379,2433,551,3,410.33
380,1123,238,4,67.07
381,6963,510,1,428.77
382,21378,976,2,92.6
383,1587,589,1,322.98
384,21198,992,4,493.53
385,24832,104,3,99.04
386,1542,164,5,159.68
387,13789,122,3,330.36
388,9905,228,4,261.38
389,3163,409,2,333.68
390,24946,988,3,424.51
391,8397,747,5,426.95
392,14932,554,1,408.53
393,4250,472,2,175.72
394,23543,985,1,440.91
395,2747,202,5,34.1
396,15373,742,5,68.04
397,5499,492,1,99.09
398,11093,352,4,488.67
399,4383,921,3,443.71
400,15727,190,3,116.12
401,9271,807,5,275.32
402,14764,732,4,343.41
403,2578,480,5,443.7
404,11074,656,5,361.8
405,23826,116,3,234.26
406,7546,464,1,246.37
407,7853,403,3,229.32
408,14954,669,3,412.66
409,13772,219,3,429.03
410,9934,568,3,156.54
411,20521,819,3,296.9
412,10713,62,1,113.11
413,8738,305,1,481.47
414,23122,845,1,223.96
415,3988,843,2,374.45
416,1225,838,1,354.2
417,9478,138,3,443.32
418,8502,261,2,358.25
419,17558,288,1,447.93
420,10361,967,2,278.19
421,11760,330,5,226.33
422,23906,711,1,314.01
423,17901,113,2,95.76
424,11380,423,5,67.27
425,14933,857,4,377.18
426,11357,836,5,464.9
427,20296,126,5,90.64
428,14452,738,3,294.19
429,2985,373,4,160.71
430,1578,767,5,164.94
431,10168,171,3,365.77
432,1185,703,1,360.66
433,6021,695,1,104.77
434,16257,285,5,486.66
435,11749,154,3,164.8
436,12785,341,1,449.46
437,960,143,1,486.49
438,5569,381,3,234.82
439,17015,825,3,261.39
440,16123,606,2,423.68
441,16281,642,4,48.14
442,22374,755,1,369.7
443,20651,1000,5,412.66
444,13234,568,1,71.39
445,1018,532,1,366.2
446,23059,458,3,48.01
447,10117,64,4,391.03
448,20354,386,1,445.13
449,16098,345,2,462.92
450,19258,219,3,459.56
451,5483,923,4,162.03
452,3645,135,1,167.79
453,21348,318,2,241.86
454,13736,27,5,269.27
455,12583,151,3,147.81
456,4427,606,5,23.15
457,19298,199,4,68.52
458,11647,103,3,322.98
459,577,318,1,164.04
460,19837,309,3,78.73
461,4414,976,4,197.0
462,10365,990,3,477.47
463,15738,969,5,342.53
464,18227,875,3,396.38
465,6421,65,1,393.39
466,7433,113,4,409.61
467,15529,278,1,373.03
468,17861,889,2,23.41
469,23352,93,1,111.88
470,23598,601,5,428.88
471,13927,90,2,381.57
472,14283,700,5,128.4
473,10769,617,3,346.37
474,13201,433,4,448.49
475,848,881,2,412.73
476,7823,219,2,466.48
477,14633,880,1,147.02
478,17203,67,1,460.7
479,2311,292,3,162.66
480,20660,791,1,310.08
481,3819,236,1,122.95
482,19496,412,1,453.8
483,4714,733,3,188.93
484,11900,764,2,96.08
485,14109,351,1,404.03
486,4299,503,2,24.02
487,24338,388,1,258.82
488,10506,470,3,244.07
489,10787,919,3,61.63
490,237,434,3,274.33
491,9018,746,5,302.3
492,20385,877,5,145.87
493,17768,499,2,414.5
494,4614,757,2,445.13
495,7346,804,3,408.6
496,13077,685,2,474.63
497,3299,623,2,239.79
498,1934,105,5,88.47
499,19527,561,4,257.52
500,22349,51,2,45.02
501,1035,204,2,272.9
502,12227,550,3,222.48
503,14204,134,4,82.65
504,12348,321,5,483.27
505,10538,743,4,414.16
506,7667,795,4,194.32
507,4274,414,3,199.99
508,9389,855,2,115.73
509,17943,556,3,24.02
510,2712,899,2,284.23
511,7671,291,3,227.1
512,17544,189,3,360.0
513,7756,925,4,462.87
514,9513,285,2,199.93
515,8458,454,3,227.1
516,4327,779,5,29.55
517,16845,804,5,345.41
518,558,587,1,417.02
519,10832,451,4,142.94
520,24458,319,2,123.53
521,20835,683,1,453.8
522,15144,992,4,347.26
523,15494,448,1,106.17
524,4617,200,1,486.33
525,4531,340,2,393.89
526,9696,857,1,83.54
527,16924,315,3,443.32
528,14633,80,1,106.06
529,17355,811,3,487.24
530,20023,790,1,40.9
531,19844,954,5,447.93
532,14042,329,3,271.92
533,1494,590,5,414.5
534,24664,132,1,459.61
535,5811,632,2,430.63
536,21881,687,3,296.9
537,744,61,3,230.06
538,2459,348,4,345.14
539,3473,881,2,113.11
540,6988,449,3,272.9
541,14739,977,4,62.75
542,8685,133,4,438.35
543,6649,425,3,278.19
544,20564,840,1,252.46
545,6679,209,1,398.54
546,12082,774,1,19.77
547,22592,460,1,100.42
548,12203,81,5,455.66
549,17413,78,2,181.87
550,18029,415,1,16.44
551,24449,567,1,235.11
552,7983,636,3,254.57
553,21353,596,4,404.03
554,24145,184,2,82.23
555,20338,71,5,358.25
556,16120,556,3,96.86
557,13236,679,3,402.24
558,24569,79,4,99.04
559,18547,323,3,464.9
560,14323,13,1,490.65
561,3391,276,5,462.74
562,19106,981,3,454.77
563,2867,107,4,234.26
564,17118,353,2,85.68
565,19175,676,4,164.8
566,8186,488,3,303.17
567,22653,89,1,317.05
568,6863,568,1,400.38
569,5910,487,2,194.32
570,2759,626,4,343.81
571,12288,326,3,345.41
572,23487,543,4,382.64
573,7753,123,3,387.15
574,10716,391,2,491.76
575,13764,323,4,289.37
576,2437,632,4,109.0
577,19334,234,5,440.57
578,17105,738,2,199.19
579,20202,439,3,245.42
580,14727,756,4,23.15
581,5672,56,4,278.96
582,20493,920,4,67.27
583,22820,11,2,209.56
584,3119,954,2,481.47
585,13059,129,3,484.92
586,18511,24,5,128.4
587,9545,506,5,159.3
588,2088,93,5,156.01
589,4656,504,1,347.34
590,1254,670,5,367.06
591,14635,836,5,42.99
592,26,836,3,56.68
593,24078,651,4,167.63
594,21746,843,1,426.95
595,13117,911,2,177.26
596,8951,125,4,294.27
597,10990,234,3,127.18
598,6505,171,1,445.04
599,21178,12,4,393.68
600,23882,459,2,7.13
601,19196,315,4,211.08
602,18710,152,2,79.62
603,13436,437,2,478.6
604,798,375,3,457.41
605,23792,387,2,486.49
606,22180,795,1,103.73
607,10212,546,2,221.24
608,19024,901,2,117.23
609,19096,984,1,458.66
610,9779,254,5,473.97
611,1971,500,4,478.6
612,24274,703,2,485.68
613,16643,471,3,56.68
614,13455,963,2,410.85
615,1082,988,4,350.65
616,22613,244,4,68.52
617,13800,886,1,235.16
618,9069,688,2,122.95
619,16881,424,2,24.02
620,24489,293,1,303.29
621,23563,838,4,383.89
622,21206,824,1,385.14
623,1718,169,1,14.24
624,19087,633,4,496.29
625,23448,634,5,420.94
626,20716,122,2,457.41
627,22723,394,4,216.83
628,161,402,2,78.02
629,21835,713,2,269.95
630,14068,961,1,472.15
631,4548,18,5,33.63
632,7485,382,3,138.31
633,16454,781,2,296.76
634,16044,393,3,457.31
635,18343,521,1,72.4
636,446,91,5,275.55
637,4370,597,3,179.47
638,21754,860,4,216.48
639,19986,753,1,436.02
640,7049,541,4,435.63
641,14578,521,1,69.54
642,8467,139,3,171.97
643,4501,544,2,49.05
644,16661,751,3,142.94
645,11309,381,1,65.64
646,18247,683,2,198.99
647,18999,389,2,131.89
648,4429,272,1,198.06
649,7669,186,3,258.92
650,10420,718,2,425.07
651,1665,521,1,35.94
652,11131,958,3,181.0
653,23974,17,3,402.24
654,19832,900,3,317.61
655,10490,681,5,330.36
656,12425,434,4,216.48
657,14633,187,3,17.13
658,3781,54,1,447.71
659,15963,56,1,481.53
660,18093,825,2,130.62
661,7321,473,5,22.8
662,24973,473,3,142.76
663,14911,219,1,142.94
664,6789,686,4,483.41
665,11708,289,5,173.79
666,14981,754,3,57.35
667,10233,936,5,495.17
668,12921,579,4,24.81
669,15638,795,5,475.22
670,14863,211,1,179.25
671,2146,123,1,423.68
672,2583,601,1,252.46
673,12432,496,5,194.12
674,2157,171,2,416.79
675,19203,678,1,139.07
676,3108,491,5,387.97
677,18037,875,3,394.89
678,4646,874,4,471.98
679,16710,827,3,19.77
680,10753,676,1,460.7
681,5132,822,2,375.92
682,15649,489,5,206.05
683,16752,645,2,124.33
684,17855,353,4,207.02
685,1458,254,2,16.07
686,19382,945,4,462.74
687,1343,133,1,361.65
688,7322,174,1,464.75
689,22661,78,3,179.47
690,23050,800,2,445.13
691,16281,521,4,398.48
692,18841,425,1,142.76
693,10990,919,3,35.95
694,21895,191,1,456.78
695,17941,185,3,332.38
696,17226,693,5,48.14
697,2692,972,2,52.68
698,10180,221,2,155.54
699,21128,430,2,48.01
700,21375,74,5,103.62
701,20069,858,3,426.15
702,17370,757,4,75.14
703,12680,113,4,301.97
704,20096,969,3,489.83
705,1814,880,3,454.77
706,11563,314,5,274.33
707,23072,646,5,115.16
708,9837,994,2,345.41
709,15726,753,4,370.29
710,7134,618,5,440.57
711,22274,758,3,249.53
712,9912,364,2,42.99
713,6640,565,1,156.01
714,20183,234,2,290.6
715,12288,33,2,345.14
716,9902,14,4,391.47
717,11890,31,4,191.65
718,19476,208,2,302.23
719,10958,684,3,160.5
720,435,725,1,212.55
721,6263,323,4,446.75
722,9457,569,1,468.39
723,19807,552,5,445.04
724,21232,255,4,217.56
725,22704,782,2,96.0
726,19937,661,5,495.61
727,8326,354,2,332.38
728,19168,544,1,85.02
729,4184,564,1,276.34
730,15469,792,2,284.23
731,409,634,2,288.99
732,22598,232,3,114.82
733,13660,617,2,494.93
734,9368,589,5,477.21
735,23884,870,1,463.84
736,12308,225,5,479.22
737,19402,344,1,9.81
738,2701,431,3,289.87
739,22492,229,4,236.81
740,15388,946,2,307.74
741,9295,482,5,190.66
742,23566,723,3,20.86
743,8486,558,2,51.44
744,428,703,2,416.44
745,11964,299,5,486.4
746,17157,103,3,482.2
747,16492,151,3,368.72
748,6604,111,4,217.06
749,9106,65,2,24.81
750,6463,106,5,391.47
751,20509,640,4,438.35
752,10877,534,1,424.22
753,12391,453,1,114.82
754,7969,44,3,28.16
755,869,7,1,486.33
756,23059,475,1,52.09
757,15537,404,3,372.59
758,21074,512,4,261.39
759,1099,960,3,154.23
760,24526,157,4,94.19
761,215,57,1,217.16
762,19706,38,2,74.5
763,21034,687,1,201.42
764,8610,804,1,99.9
765,2093,437,3,98.75
766,3083,933,4,135.46
767,6871,951,2,223.96
768,6249,105,4,219.57
769,13815,148,5,276.54
770,8400,714,5,348.48
771,14366,770,3,433.43
772,23830,429,3,313.58
773,9841,518,4,164.94
774,2024,497,3,472.23
775,3657,10,5,414.5
776,19765,622,2,490.65
777,18939,919,1,457.15
778,21483,494,5,109.46
779,18905,613,3,420.94
780,19483,809,2,463.84
781,9467,482,1,348.19
782,8590,452,5,255.84
783,7934,254,4,162.03
784,9024,316,4,204.06
785,10137,304,2,413.79
786,4660,113,5,262.42
787,20013,662,5,425.51
788,14620,495,4,92.6
789,24209,141,1,43.96
790,20914,998,2,488.67
791,16711,191,1,487.67
792,2447,622,2,271.58
793,23304,711,4,294.02
794,641,813,1,216.83
795,1209,968,4,82.94
796,4308,856,4,33.66
797,12862,21,3,76.07
798,11614,852,4,166.1
799,22866,708,2,228.37
800,2862,253,3,224.65
801,11220,22,1,409.93
802,10522,725,4,324.85
803,19804,660,3,398.31
804,2179,658,3,28.86
805,22074,854,5,485.68
806,9154,961,1,374.1
807,23066,150,3,416.79
808,14194,438,2,52.75
809,12277,653,4,345.41
810,4732,533,2,164.04
811,21302,862,1,36.47
812,22798,259,5,216.48
813,3411,218,4,212.55
814,20561,270,2,67.6
815,19067,641,1,93.48
816,10780,989,1,427.76
817,12449,288,2,349.76
818,7025,641,3,266.63
819,23663,225,1,304.49
820,976,914,2,457.15
821,13205,842,2,213.73
822,17986,44,1,487.67
823,3020,92,4,57.26
824,24620,739,5,216.62
825,15036,753,4,360.66
826,9089,501,3,63.26
827,7022,148,4,19.77
828,10344,617,3,25.28
829,13605,998,1,104.77
830,12453,420,5,466.79
831,20250,759,2,40.9
832,270,317,2,447.32
833,20382,255,5,261.39
834,19855,586,3,17.13
835,1590,274,4,296.76
836,4803,245,2,113.11
837,15548,537,4,98.75
838,11221,39,3,25.57
839,23524,381,3,113.11
840,10519,882,3,208.36
841,21494,916,2,107.62
842,17504,584,4,108.69
843,2771,332,4,349.76
844,3236,537,1,106.18
845,16688,485,4,23.15
846,21937,788,3,93.27
847,7388,900,4,374.63
848,22119,825,2,30.81
849,9689,344,4,248.02
850,14778,349,5,262.42
851,19053,140,2,416.44
852,7403,881,3,364.67
853,16439,384,1,74.8
854,17548,115,5,369.6
855,24069,754,4,99.04
856,9410,293,1,408.55
857,17882,641,3,77.61
858,13019,402,2,114.83
859,9185,972,3,159.3
860,4112,128,2,51.87
861,20835,889,5,415.89
862,19344,822,1,227.1
863,19397,608,5,26.29
864,2213,170,1,417.55
865,21436,306,2,249.53
866,8312,696,4,274.7
867,7624,330,5,347.34
868,6700,270,3,420.45
869,231,700,5,106.3
870,7712,199,1,197.21
871,4537,170,1,116.41
872,20131,270,2,212.05
873,2541,27,4,348.77
874,7885,147,1,259.36
875,9075,739,2,113.36
876,18781,829,5,124.34
877,15147,173,5,468.93
878,50,245,4,452.34
879,16908,780,1,245.83
880,14464,671,5,82.4
881,16981,536,1,340.11
882,5030,708,5,54.06
883,13477,909,5,181.87
884,9679,141,4,190.66
885,19436,859,4,281.89
886,19691,457,5,24.02
887,17705,204,4,214.71
888,11739,649,1,167.9
889,3685,607,3,137.47
890,9984,128,3,425.04
891,5541,914,2,37.07
892,21214,462,4,475.29
893,14888,552,2,190.42
894,18111,243,4,437.42
895,944,813,1,5.14
896,7751,910,3,159.0
897,7808,113,5,17.13
898,6816,202,1,263.04
899,17568,950,5,206.63
900,10543,451,2,394.38
901,4247,667,2,211.94
902,10355,234,2,308.67
903,19660,151,1,303.29
904,22299,61,1,96.05
905,17016,200,4,217.18
906,10376,964,5,463.21
907,9204,343,2,368.09
908,2691,507,2,489.83
909,9620,941,5,85.68
910,9716,696,2,99.09
911,5997,754,2,147.02
912,12917,545,5,67.27
913,8487,368,2,74.5
914,3898,807,4,363.58
915,16296,55,2,265.01
916,9924,119,3,337.73
917,13235,641,3,191.21
918,11365,169,4,85.84
919,4411,941,5,364.55
920,23855,578,3,436.46
921,16068,943,5,369.7
922,13990,635,2,116.12
923,8610,983,2,272.66
924,8927,715,3,235.11
925,20465,32,1,379.5
926,13264,560,1,225.01
927,18181,389,3,212.3
928,14496,185,4,67.07
929,19741,15,1,271.92
930,5770,126,1,414.71
931,17794,43,2,23.41
932,1013,11,3,25.03
933,15481,372,4,434.54
934,6418,240,2,363.59
935,11018,565,5,55.98
936,23944,230,1,387.72
937,13596,706,2,438.35
938,14700,603,5,239.79
939,22703,855,2,490.16
940,7106,359,4,486.49
941,17733,144,2,31.86
942,12744,570,5,349.76
943,24324,137,4,462.74
944,22132,27,4,212.3
945,5555,26,2,499.62
946,7887,79,1,361.0
947,18067,828,5,440.69
948,6591,168,4,28.86
949,9731,153,1,390.68
950,5753,473,3,239.96
951,21203,55,2,462.92
952,16560,118,1,156.69
953,17676,828,2,408.6
954,602,725,2,449.46
955,2314,622,4,114.82
956,2352,609,5,65.64
957,14337,369,3,159.0
958,1616,420,5,492.9
959,18331,728,4,398.08
960,17396,573,5,43.2
961,12517,446,4,82.85
962,17670,94,1,148.52
963,19059,599,3,107.05
964,13139,307,3,19.28
965,8590,839,3,179.47
966,15148,739,5,164.8
967,22061,394,4,377.48
968,13490,477,4,258.82
969,9061,68,3,487.24
970,21964,92,5,412.66
971,5590,718,1,317.14
972,20262,482,2,447.93
973,11954,815,1,171.85
974,6167,982,4,382.64
975,7859,196,2,361.8
976,24829,137,1,97.27
977,22588,652,2,347.34
978,5860,866,3,393.89
979,2766,75,4,141.01
980,11319,800,4,115.73
981,13471,190,4,44.91
982,15760,886,2,96.86
983,11806,338,2,145.87
984,8594,805,3,128.4
985,9315,983,5,55.98
986,7326,160,3,479.99
987,3881,247,5,252.42
988,1698,39,4,197.0
989,3540,38,4,178.76
990,10113,839,3,254.45
991,8818,893,3,262.42
992,14036,223,2,210.31
993,6624,605,1,274.33
994,3113,480,1,481.47
995,1278,921,2,244.07
996,21149,357,5,358.25
997,6150,270,2,462.92
998,11327,230,4,439.29
999,9620,49,1,287.9
1000,20953,999,1,360.66
1001,19576,509,4,278.96
1002,2493,690,3,494.93
1003,17628,530,3,315.16
1004,23589,200,5,7.13
1005,9568,879,3,88.97
1006,8476,345,1,134.11
1007,9618,846,5,452.11
1008,16051,34,3,294.33
1009,1418,252,2,211.08
1010,2657,210,2,112.15
1011,15818,958,3,381.95
1012,9248,45,1,302.3
1013,12142,250,4,43.0
1014,13083,770,4,413.69
1015,5914,984,2,443.47
1016,14345,227,3,442.86
1017,12262,791,1,70.66
1018,16034,67,1,324.97
1019,18923,663,2,486.49
1020,12058,382,3,324.85
1021,22336,705,2,377.03
1022,19279,709,1,258.92
1023,7162,191,2,443.0
1024,1454,874,1,7.0
1025,13357,116,3,494.93
1026,20047,163,4,194.12
1027,9487,451,1,352.87
1028,21496,923,5,339.09
1029,16653,177,2,44.91
1030,5401,200,3,111.23
1031,18171,390,3,31.58
1032,11988,39,2,54.06
1033,8441,135,3,88.46
1034,9859,359,5,371.4
1035,13853,230,4,348.22
1036,21582,784,4,347.61
1037,9715,912,5,394.87
1038,1095,660,2,35.94
1039,24637,158,3,217.56
1040,3510,989,1,371.4
1041,11441,487,5,36.7
1042,18054,193,3,477.03
1043,21608,766,2,374.63
1044,18334,259,5,327.94
1045,2709,301,1,139.82
1046,857,585,5,154.57
1047,20567,970,5,321.9
1048,20584,200,2,40.9
1049,24509,458,2,34.06
1050,7687,699,4,167.9
1051,7910,80,4,393.39
1052,457,434,1,229.75
1053,21562,677,2,225.95
1054,9368,596,5,386.03
1055,3733,142,1,325.96
1056,7396,58,5,423.68
1057,12277,145,1,236.81
1058,6138,353,3,398.08
1059,19624,429,2,69.54
1060,13605,435,3,198.99
1061,7082,873,3,276.54
1062,19978,167,1,30.81
1063,21697,71,2,489.16
1064,2812,892,1,382.64
1065,24557,515,2,388.29
1066,24476,713,2,278.19
1067,19596,939,1,440.88
1068,8268,862,1,376.38
1069,8732,522,3,227.1
1070,9979,446,3,17.03
1071,20185,193,5,464.75
