order_id,customer_id,order_date,campaign_id,total_amount
197,1857,2024-07-24,28,1446.82
198,722,2024-07-24,42,325.0
199,3996,2024-07-24,42,208.49
200,4375,2024-07-24,44,615.38
201,760,2024-07-24,40,1145.6
202,2474,2024-07-24,23,1173.06
203,4653,2024-07-24,15,1400.78
204,1317,2024-07-24,11,1207.72
205,2358,2024-07-24,39,190.78
206,1797,2024-07-24,39,1681.26
207,886,2024-07-24,2,1917.59
208,3319,2024-07-24,28,1113.13
209,4126,2024-07-24,8,842.18
210,226,2024-07-24,24,1256.61
211,2501,2024-07-24,2,244.4
212,1450,2024-07-24,39,1253.48
213,3596,2024-07-24,20,495.48
214,2861,2024-07-24,30,642.25
215,2052,2024-07-24,40,1391.08
216,3736,2024-07-24,11,876.27
217,475,2024-07-24,3,470.81
218,499,2024-07-24,7,679.24
219,4680,2024-07-24,12,923.78
220,3096,2024-07-24,50,66.33
221,3887,2024-07-24,38,1177.18
222,2190,2024-07-24,15,952.3
223,1773,2024-07-24,26,1796.18
224,3831,2024-07-24,45,841.62
225,4273,2024-07-24,1,965.93
226,4299,2024-07-24,9,1598.83
227,4321,2024-07-24,22,1229.62
228,3008,2024-07-24,38,1150.57
229,846,2024-07-24,36,1995.52
230,3109,2024-07-24,16,1950.47
231,491,2024-07-24,4,281.14
232,4453,2024-07-24,1,447.67
233,1489,2024-07-24,33,1644.51
234,3841,2024-07-24,20,1297.6
235,1741,2024-07-24,27,796.58
236,2763,2024-07-24,4,1517.97
237,919,2024-07-24,24,1480.41
238,4372,2024-07-24,9,146.13
239,4255,2024-07-24,12,1093.29
240,1119,2024-07-24,50,862.76
241,4148,2024-07-24,15,732.35
242,962,2024-07-24,4,1491.07
243,4282,2024-07-24,7,1874.06
244,3392,2024-07-24,28,295.83
245,199,2024-07-24,6,616.19
246,3300,2024-07-24,44,798.84
247,641,2024-07-24,31,66.3
248,3155,2024-07-24,11,1187.28
249,2693,2024-07-24,43,165.8
250,3958,2024-07-24,25,1588.64
251,3640,2024-07-24,34,398.36
252,2158,2024-07-24,43,410.05
253,4838,2024-07-24,3,157.33
254,1216,2024-07-24,16,1768.82
255,3022,2024-07-24,24,688.87
256,2489,2024-07-24,32,732.4
257,2080,2024-07-24,12,263.19
258,1809,2024-07-24,33,1962.43
259,674,2024-07-24,3,1854.53
260,358,2024-07-24,44,409.56
261,2798,2024-07-24,6,1493.06
262,2360,2024-07-24,19,1268.05
263,1285,2024-07-24,39,1790.95
264,3096,2024-07-24,8,1111.43
265,1410,2024-07-24,25,1252.89
266,1046,2024-07-24,19,964.05
267,731,2024-07-24,9,651.51
268,973,2024-07-24,13,1807.47
269,2978,2024-07-24,13,807.61
270,3540,2024-07-24,50,1263.82
271,227,2024-07-24,50,1712.39
272,306,2024-07-24,25,1566.32
273,3010,2024-07-24,50,599.55
274,1388,2024-07-24,50,1872.23
275,4649,2024-07-24,4,1270.97
276,4308,2024-07-24,38,310.35
277,1408,2024-07-24,39,1186.93
278,632,2024-07-24,39,105.35
279,109,2024-07-24,13,449.59
280,1594,2024-07-24,37,1875.2
281,4054,2024-07-24,37,707.28
282,4235,2024-07-24,45,1679.17
283,56,2024-07-24,22,476.96
284,381,2024-07-24,13,1121.57
285,4958,2024-07-24,23,89.48
286,4733,2024-07-24,17,1988.47
287,1703,2024-07-24,9,902.13
288,2370,2024-07-24,21,1263.76
289,4881,2024-07-24,12,176.06
290,1589,2024-07-24,35,1027.73
291,707,2024-07-24,14,1453.27
292,3279,2024-07-24,16,331.6
293,1030,2024-07-24,46,1413.72
294,473,2024-07-24,38,1922.69
295,2331,2024-07-24,21,719.01
296,3843,2024-07-24,20,407.8
297,268,2024-07-24,48,1164.34
298,582,2024-07-24,19,1830.67
299,2219,2024-07-24,41,257.56
300,2744,2024-07-24,25,1293.29
301,4280,2024-07-24,16,1268.11
302,2230,2024-07-24,41,1911.43
303,2612,2024-07-24,9,1402.06
304,3875,2024-07-24,24,1894.65
305,530,2024-07-24,11,514.03
306,4367,2024-07-24,40,524.9
307,1269,2024-07-24,39,1981.68
308,2596,2024-07-24,16,1242.1
309,1823,2024-07-24,25,373.58
310,4633,2024-07-24,39,918.77
311,2986,2024-07-24,18,831.42
312,3886,2024-07-24,23,1155.51
313,23,2024-07-24,44,587.87
314,80,2024-07-24,23,1183.16
315,4140,2024-07-24,8,1616.35
316,4239,2024-07-24,26,597.57
317,2192,2024-07-24,30,437.3
318,940,2024-07-24,24,1972.96
319,835,2024-07-24,40,1239.03
320,2467,2024-07-24,41,53.96
321,1135,2024-07-24,45,1210.14
322,1652,2024-07-24,25,90.94
323,2208,2024-07-24,11,338.26
324,2011,2024-07-24,36,410.14
325,4122,2024-07-24,11,355.46
326,4971,2024-07-24,45,1130.3
327,948,2024-07-24,40,1485.54
328,1842,2024-07-24,9,602.98
329,2679,2024-07-24,4,413.15
330,3722,2024-07-24,40,1963.84
331,2406,2024-07-24,15,812.09
332,3532,2024-07-24,12,1970.83
333,2640,2024-07-24,46,769.32
334,3687,2024-07-24,33,195.2
335,1457,2024-07-24,45,1036.83
336,862,2024-07-24,11,586.7
337,1394,2024-07-24,26,1670.26
338,1990,2024-07-24,30,191.57
339,871,2024-07-24,37,1115.02
340,332,2024-07-24,32,1254.77
341,3644,2024-07-24,36,573.46
342,4377,2024-07-24,3,523.46
343,4011,2024-07-24,7,1269.98
344,4735,2024-07-24,4,1463.88
345,3571,2024-07-24,23,729.35
346,3704,2024-07-24,48,640.26
347,4583,2024-07-24,16,326.01
348,1963,2024-07-24,23,1005.45
349,1621,2024-07-24,35,1259.71
350,2611,2024-07-24,4,251.55
351,4014,2024-07-24,12,43.29
352,2228,2024-07-24,40,1950.4
353,4762,2024-07-24,7,1972.29
354,4928,2024-07-24,32,597.11
355,4736,2024-07-24,5,187.64
356,466,2024-07-24,50,1895.94
357,735,2024-07-24,34,855.59
358,2361,2024-07-24,42,1371.61
359,1550,2024-07-24,19,655.46
360,1602,2024-07-24,44,1077.7
361,2369,2024-07-24,25,546.49
362,3122,2024-07-24,22,32.45
363,3085,2024-07-24,35,300.04
364,906,2024-07-24,50,1032.74
365,4415,2024-07-24,7,999.53
366,3555,2024-07-24,42,1695.31
367,3363,2024-07-24,23,739.83
368,4975,2024-07-24,16,1842.14
369,2142,2024-07-24,45,1354.78
370,702,2024-07-24,39,1685.98
371,4357,2024-07-24,43,599.78
372,1771,2024-07-24,23,878.79
373,2651,2024-07-24,42,721.45
374,4629,2024-07-24,2,1306.8
375,4348,2024-07-24,44,453.17
376,3173,2024-07-24,4,553.19
377,2053,2024-07-24,6,521.71
378,1533,2024-07-24,36,944.18
379,2094,2024-07-24,5,1139.95
380,4794,2024-07-24,36,420.47
381,4553,2024-07-24,9,851.03
382,1190,2024-07-24,29,1497.03
383,895,2024-07-24,28,1572.54
384,434,2024-07-24,12,1594.61
385,1585,2024-07-24,27,21.46
386,892,2024-07-24,18,1514.4
387,2636,2024-07-24,18,1215.42
388,2242,2024-07-24,7,1541.86
389,3316,2024-07-24,3,473.73
390,3922,2024-07-24,42,871.72
391,2808,2024-07-24,32,860.46
392,3523,2024-07-24,22,363.57
393,4161,2024-07-24,4,1816.14
394,4076,2024-07-24,7,1429.78
395,4545,2024-07-24,9,875.12
396,4406,2024-07-24,26,1274.13
397,2099,2024-07-24,26,1773.61
398,4939,2024-07-24,8,375.12
399,3092,2024-07-24,40,1963.99
400,726,2024-07-24,23,239.63
401,3309,2024-07-24,11,1254.24
402,1934,2024-07-24,10,1059.2
403,2175,2024-07-24,10,1218.87
404,1192,2024-07-24,47,691.44
405,3418,2024-07-24,14,1107.76
406,1016,2024-07-24,21,1650.62
407,4498,2024-07-24,38,1134.02
408,2049,2024-07-24,7,1409.49
409,3748,2024-07-24,21,1116.01
410,2701,2024-07-24,11,1210.86
411,4660,2024-07-24,36,1091.02
412,4731,2024-07-24,14,55.12
413,1425,2024-07-24,12,1912.7
414,1639,2024-07-24,49,337.64
415,982,2024-07-24,21,28.06
416,65,2024-07-24,14,609.29
417,2538,2024-07-24,35,1110.16
418,2734,2024-07-24,21,693.83
419,4867,2024-07-24,24,512.34
420,20,2024-07-24,37,1321.09
421,590,2024-07-24,20,1016.66
422,353,2024-07-24,22,1290.79
423,343,2024-07-24,23,1029.6
424,36,2024-07-24,33,1468.03
425,2064,2024-07-24,2,1692.6
426,2098,2024-07-24,49,222.78
427,463,2024-07-24,3,1819.05
428,3985,2024-07-24,9,398.47
429,1072,2024-07-24,1,1174.08
430,2508,2024-07-24,19,519.11
431,4941,2024-07-24,32,821.38
432,742,2024-07-24,7,1781.67
433,2259,2024-07-24,24,699.42
434,3378,2024-07-24,37,906.15
435,1676,2024-07-24,6,791.29
436,445,2024-07-24,41,403.23
437,3848,2024-07-24,14,782.62
438,3434,2024-07-24,28,1678.68
439,3511,2024-07-24,10,1755.76
440,4398,2024-07-24,31,931.62
441,2567,2024-07-24,49,1501.52
442,1522,2024-07-24,34,801.58
443,1984,2024-07-24,29,1356.73
444,141,2024-07-24,23,311.89
445,1913,2024-07-24,4,1533.05
446,3082,2024-07-24,2,1788.64
447,178,2024-07-24,35,940.81
448,4241,2024-07-24,31,1140.16
449,3451,2024-07-24,30,1498.19
450,3343,2024-07-24,14,1819.18
451,3303,2024-07-24,48,50.13
452,1371,2024-07-24,47,79.91
453,3642,2024-07-24,35,1399.37
454,3502,2024-07-24,22,1103.06
455,1333,2024-07-24,43,468.48
456,1679,2024-07-24,10,859.12
457,3505,2024-07-24,31,1797.03
458,4861,2024-07-24,8,1085.9
459,1802,2024-07-24,20,1542.36
460,4412,2024-07-24,27,558.06
461,1242,2024-07-24,28,1216.89
462,3017,2024-07-24,13,1935.96
463,1629,2024-07-24,31,81.14
464,454,2024-07-24,39,1821.4
465,4943,2024-07-24,41,831.12
466,290,2024-07-24,22,757.01
467,4232,2024-07-24,49,292.01
468,467,2024-07-24,23,1855.73
469,1639,2024-07-24,41,733.18
470,2358,2024-07-24,4,456.23
471,2596,2024-07-24,10,84.36
472,1984,2024-07-24,15,1440.49
473,1980,2024-07-24,28,1729.39
474,348,2024-07-24,3,1364.91
475,2851,2024-07-24,32,768.79
476,1104,2024-07-24,35,208.29
477,3197,2024-07-24,16,1210.89
478,4997,2024-07-24,45,1657.76
479,259,2024-07-24,21,628.8
480,2097,2024-07-24,44,1503.77
481,2993,2024-07-24,22,1401.58
482,4360,2024-07-24,1,1545.44
483,152,2024-07-24,10,508.13
484,674,2024-07-24,44,983.64
485,578,2024-07-24,39,367.12
486,4198,2024-07-24,21,1458.32
487,192,2024-07-24,21,522.77
488,3572,2024-07-24,29,1218.76
489,865,2024-07-24,7,1506.72
490,4654,2024-07-24,13,1346.0
491,1775,2024-07-24,44,1940.8
492,1305,2024-07-24,50,398.16
493,3829,2024-07-24,38,1344.84
494,1807,2024-07-24,12,1425.23
495,2930,2024-07-24,29,249.52
496,2830,2024-07-24,5,1970.82
497,3397,2024-07-24,45,1584.7
498,1628,2024-07-24,1,1278.61
499,3764,2024-07-24,31,683.63
500,2486,2024-07-24,48,753.87
501,4765,2024-07-24,24,1292.41
502,2945,2024-07-24,38,147.64
503,4045,2024-07-24,36,634.04
504,1346,2024-07-24,48,1116.61
505,4441,2024-07-24,28,961.46
506,4799,2024-07-24,2,727.14
507,1343,2024-07-24,46,235.98
508,3058,2024-07-24,18,889.16
509,2871,2024-07-24,35,278.1
510,1355,2024-07-24,27,167.73
511,4636,2024-07-24,11,1335.21
512,3024,2024-07-24,35,1972.54
513,2034,2024-07-24,18,1321.61
514,4944,2024-07-24,22,932.41
515,1889,2024-07-24,47,154.05
516,3837,2024-07-24,39,982.01
517,4637,2024-07-24,38,868.41
518,2996,2024-07-24,35,616.9
519,909,2024-07-24,4,828.57
520,306,2024-07-24,45,1171.76
521,4378,2024-07-24,14,1653.76
522,4002,2024-07-24,17,690.86
523,3727,2024-07-24,34,1400.08
524,1285,2024-07-24,36,1777.08
525,3432,2024-07-24,20,1001.82
526,3518,2024-07-24,34,424.89
527,1104,2024-07-24,44,1653.13
528,1644,2024-07-24,39,1616.99
529,786,2024-07-24,35,1721.02
530,586,2024-07-24,14,323.58
531,3433,2024-07-24,31,230.31
532,1528,2024-07-24,34,1607.19
533,3325,2024-07-24,48,44.45
534,427,2024-07-24,33,527.37
535,4655,2024-07-24,46,592.85
536,141,2024-07-24,41,1001.2
537,4029,2024-07-24,25,722.08
538,216,2024-07-24,6,916.5
539,3522,2024-07-24,23,42.0
540,4184,2024-07-24,13,1166.78
541,1450,2024-07-24,16,1243.01
542,4538,2024-07-24,16,1167.0
543,2125,2024-07-24,33,1418.93
544,2734,2024-07-24,37,1271.1
545,3211,2024-07-24,16,561.61
546,3582,2024-07-24,3,1141.61
547,1482,2024-07-24,39,741.09
548,571,2024-07-24,46,397.99
549,1021,2024-07-24,12,654.44
550,4184,2024-07-24,44,279.84
551,26,2024-07-24,18,898.42
552,1006,2024-07-24,33,1487.53
553,173,2024-07-24,15,1534.77
554,4300,2024-07-24,26,616.38
555,1645,2024-07-24,49,375.83
556,2112,2024-07-24,33,1551.83
557,202,2024-07-24,12,1563.85
558,965,2024-07-24,49,1845.34
559,1830,2024-07-24,4,1201.25
560,4591,2024-07-24,40,780.13
561,261,2024-07-24,34,316.51
562,3310,2024-07-24,20,315.06
563,2154,2024-07-24,25,1057.99
564,669,2024-07-24,44,105.85
565,1569,2024-07-24,42,98.53
566,1148,2024-07-24,15,464.37
567,2110,2024-07-24,2,1274.85
568,4091,2024-07-24,1,1744.56
569,808,2024-07-24,22,1975.56
570,24,2024-07-24,5,1072.1
571,3267,2024-07-24,12,1961.77
572,4832,2024-07-24,11,402.64
573,3187,2024-07-24,9,1686.39
574,1842,2024-07-24,11,96.5
575,4076,2024-07-24,17,862.87
576,2986,2024-07-24,38,1068.75
577,3163,2024-07-24,10,1323.18
578,3967,2024-07-24,21,1835.08
579,3061,2024-07-24,7,517.64
580,2069,2024-07-24,23,550.26
581,2335,2024-07-24,48,1087.32
582,1756,2024-07-24,8,214.9
583,2425,2024-07-24,30,523.96
584,3458,2024-07-24,48,539.27
585,1576,2024-07-24,3,635.16
586,2901,2024-07-24,15,1876.65
587,1768,2024-07-24,25,814.81
588,4891,2024-07-24,6,308.4
589,2087,2024-07-24,43,1273.92
590,425,2024-07-24,2,1921.21
591,298,2024-07-24,47,1999.71
592,910,2024-07-24,25,471.1
593,262,2024-07-24,11,1627.66
594,1366,2024-07-24,19,808.56
595,1907,2024-07-24,12,291.59
596,3949,2024-07-24,4,1235.81
597,3578,2024-07-24,17,874.89
598,34,2024-07-24,23,1925.19
599,4783,2024-07-24,15,37.91
600,1544,2024-07-24,7,809.93
601,2525,2024-07-24,9,1191.2
602,4957,2024-07-24,2,709.22
603,1362,2024-07-24,42,1746.19
604,4978,2024-07-24,39,775.85
605,2557,2024-07-24,27,1108.02
606,2937,2024-07-24,45,1448.82
607,2230,2024-07-24,29,605.02
608,921,2024-07-24,9,1405.92
609,874,2024-07-24,26,1366.15
610,3438,2024-07-24,11,600.32
611,3450,2024-07-24,25,1824.77
612,2110,2024-07-24,26,946.97
613,3641,2024-07-24,26,1941.17
614,3386,2024-07-24,31,1151.21
615,1380,2024-07-24,37,144.5
616,383,2024-07-24,31,755.02
617,3346,2024-07-24,4,1313.36
618,3581,2024-07-24,45,515.53
619,2242,2024-07-24,29,744.27
620,3016,2024-07-24,46,1699.75
621,3380,2024-07-24,20,646.67
622,1057,2024-07-24,49,1426.47
623,352,2024-07-24,8,430.76
624,2596,2024-07-24,46,583.75
625,1299,2024-07-24,45,996.93
626,1132,2024-07-24,25,1659.6
627,2299,2024-07-24,22,863.39
628,1508,2024-07-24,6,1153.52
629,4002,2024-07-24,43,1751.81
630,325,2024-07-24,45,1641.81
631,364,2024-07-24,11,233.3
632,902,2024-07-24,43,125.12
633,1254,2024-07-24,19,1151.15
634,3904,2024-07-24,38,1105.42
635,1400,2024-07-24,19,781.82
636,3363,2024-07-24,39,243.59
637,2451,2024-07-24,7,128.81
638,520,2024-07-24,50,173.76
639,513,2024-07-24,8,1110.73
640,2005,2024-07-24,46,505.32
641,4555,2024-07-24,3,1205.16
642,1944,2024-07-24,22,541.02
643,3075,2024-07-24,15,1567.45
644,3772,2024-07-24,32,561.42
645,3566,2024-07-24,42,1430.16
646,3251,2024-07-24,25,632.9
647,3920,2024-07-24,41,1702.39
648,3768,2024-07-24,34,630.79
649,1544,2024-07-24,24,292.98
650,3521,2024-07-24,4,1573.54
651,2564,2024-07-24,20,1133.05
652,1885,2024-07-24,3,1458.85
653,3648,2024-07-24,48,1925.5
654,1432,2024-07-24,19,1124.83
655,4025,2024-07-24,26,1210.21
656,338,2024-07-24,7,1757.1
657,880,2024-07-24,22,389.76
658,1535,2024-07-24,28,1949.42
659,4214,2024-07-24,33,1571.07
660,2152,2024-07-24,49,536.68
661,2620,2024-07-24,42,1203.06
662,3516,2024-07-24,48,433.7
663,4582,2024-07-24,17,705.82
664,922,2024-07-24,43,854.44
665,4752,2024-07-24,32,724.3
666,3779,2024-07-24,8,596.45
667,17,2024-07-24,21,1416.2
668,284,2024-07-24,22,1659.0
669,3382,2024-07-24,4,603.04
670,1445,2024-07-24,35,423.31
671,1581,2024-07-24,23,1770.99
672,2098,2024-07-24,40,1239.94
673,1886,2024-07-24,25,1627.57
674,408,2024-07-24,20,1733.68
675,1403,2024-07-24,15,633.76
676,549,2024-07-24,37,1232.49
677,1483,2024-07-24,45,519.92
678,4962,2024-07-24,8,693.76
679,676,2024-07-24,6,833.43
680,4047,2024-07-24,1,199.74
681,1016,2024-07-24,1,150.6
682,2469,2024-07-24,28,448.04
683,3612,2024-07-24,50,1618.55
684,3536,2024-07-24,41,288.54
685,2768,2024-07-24,31,1675.61
686,4058,2024-07-24,5,178.57
687,1539,2024-07-24,2,382.7
688,952,2024-07-24,50,1951.2
689,633,2024-07-24,9,350.79
690,2930,2024-07-24,36,506.14
691,4100,2024-07-24,35,80.77
692,2909,2024-07-24,41,844.12
693,1885,2024-07-24,30,1684.09
694,3625,2024-07-24,43,1977.19
695,146,2024-07-24,38,236.41
696,766,2024-07-24,26,310.09
697,4599,2024-07-24,50,90.7
698,4688,2024-07-24,36,641.66
699,1093,2024-07-24,31,801.94
700,2474,2024-07-24,30,979.71
701,259,2024-07-24,39,1944.77
702,1115,2024-07-24,5,1162.19
703,3514,2024-07-24,38,964.75
704,1763,2024-07-24,42,1366.09
705,2069,2024-07-24,34,980.48
706,1571,2024-07-24,23,1474.42
707,1524,2024-07-24,9,1098.17
708,2924,2024-07-24,20,132.36
709,4152,2024-07-24,6,1480.08
710,3696,2024-07-24,22,374.49
711,1723,2024-07-24,16,1967.84
712,3369,2024-07-24,28,1494.49
713,4694,2024-07-24,40,1429.67
714,4491,2024-07-24,6,1999.25
715,4163,2024-07-24,46,1117.7
716,4427,2024-07-24,39,1059.54
717,1666,2024-07-24,26,1669.99
718,1411,2024-07-24,34,223.78
719,281,2024-07-24,41,1336.95
720,3194,2024-07-24,14,519.12
721,4585,2024-07-24,44,296.13
722,4305,2024-07-24,38,807.32
723,3638,2024-07-24,10,1258.35
724,4403,2024-07-24,25,1981.13
725,4182,2024-07-24,46,1718.01
726,3441,2024-07-24,2,1271.34
727,3492,2024-07-24,7,1051.04
728,108,2024-07-24,29,156.32
729,2285,2024-07-24,45,88.66
730,321,2024-07-24,31,304.1
731,4593,2024-07-24,26,1850.91
732,2028,2024-07-24,3,877.41
733,1852,2024-07-24,44,1169.59
734,2039,2024-07-24,2,773.81
735,1593,2024-07-24,23,625.32
736,4585,2024-07-24,25,861.84
737,1192,2024-07-24,47,1940.11
738,2643,2024-07-24,2,262.52
739,759,2024-07-24,1,795.54
740,1766,2024-07-24,38,883.34
741,15,2024-07-24,26,1255.35
742,2290,2024-07-24,48,751.76
743,670,2024-07-24,5,1316.97
744,956,2024-07-24,39,1227.26
745,4703,2024-07-24,10,58.55
746,2098,2024-07-24,50,870.81
747,779,2024-07-24,16,478.79
748,2807,2024-07-24,30,676.43
749,426,2024-07-24,12,1948.99
750,2653,2024-07-24,27,180.71
751,836,2024-07-24,42,1779.95
752,2832,2024-07-24,42,479.11
753,1327,2024-07-24,35,1660.76
754,2062,2024-07-24,38,1414.99
755,370,2024-07-24,8,1967.23
756,1835,2024-07-24,4,1327.48
757,1166,2024-07-24,50,306.35
758,4174,2024-07-24,43,1877.21
759,2987,2024-07-24,12,1729.71
760,2337,2024-07-24,22,840.15
761,3261,2024-07-24,22,1839.94
762,1505,2024-07-24,18,1514.58
763,3905,2024-07-24,24,132.09
